Anno,Ateneo,Classe,Corso,GruppoCodice,Sesso,Iscritti
2010/2011,Bari,LM-74,Scienze Geologiche e Geofisiche,9,M,18
2010/2011,Bari,31,Scienze Giuridiche,8,F,131
2010/2011,Bari,31,Scienze Giuridiche,8,M,124
2010/2011,Bari,31,Scienze Giuridiche - Sede di Taranto,8,F,85
2010/2011,Bari,31,Scienze Giuridiche - Sede di Taranto,8,M,77
2010/2011,Bari,31,Scienze Giuridiche d'Impresa,8,F,25
2010/2011,Bari,31,Scienze Giuridiche d'Impresa,8,M,24
2010/2011,Bari,27,Scienze Naturali,9,F,31
2010/2011,Bari,27,Scienze Naturali,9,M,18
2010/2011,Bari,LM-85,Scienze Pedagogiche,1,F,94
2010/2011,Bari,87/S,Scienze Pedagogiche,1,F,151
2010/2011,Bari,87/S,Scienze Pedagogiche,1,M,6
2010/2011,Bari,L-36,Scienze Politiche Relazioni Internazionali e Studi Europei,5,F,151
2010/2011,Bari,L-36,Scienze Politiche Relazioni Internazionali e Studi Europei,5,M,190
2010/2011,Bari,15,Scienze Politiche e Sociali,5,F,33
2010/2011,Bari,15,Scienze Politiche e Sociali,5,M,35
2010/2011,Bari,15,"Scienze Politiche, Relazioni Internazionali e Studi Europei",5,F,136
2010/2011,Bari,15,"Scienze Politiche, Relazioni Internazionali e Studi Europei",5,M,104
2010/2011,Bari,L-41,Scienze Statistiche,9,F,18
2010/2011,Bari,L-41,Scienze Statistiche,9,M,28
2010/2011,Bari,37,Scienze Statistiche ed Economiche,9,F,28
2010/2011,Bari,37,Scienze Statistiche ed Economiche,9,M,23
2010/2011,Bari,LM-84,Scienze Storiche,3,F,23
2010/2011,Bari,LM-84,Scienze Storiche,3,M,23
2010/2011,Bari,38,Scienze Storiche e Sociali,3,F,19
2010/2011,Bari,38,Scienze Storiche e Sociali,3,M,35
2010/2011,Bari,40,Scienze Zootecniche e Sanita degli Alimenti di Origine Animale,13,F,28
2010/2011,Bari,40,Scienze Zootecniche e Sanita degli Alimenti di Origine Animale,13,F,31
2010/2011,Bari,40,Scienze Zootecniche e Sanita degli Alimenti di Origine Animale,13,M,21
2010/2011,Bari,40,Scienze Zootecniche e Sanita degli Alimenti di Origine Animale,13,M,27
2010/2011,Bari,99999,Scienze agrarie,13,M,23
2010/2011,Bari,99999,Scienze biologiche,9,F,116
2010/2011,Bari,99999,Scienze biologiche,9,M,35
2010/2011,Bari,13,Scienze dei Beni Culturali,2,F,135
2010/2011,Bari,L-1,Scienze dei Beni Culturali,2,F,556
2010/2011,Bari,13,Scienze dei Beni Culturali,2,M,19
2010/2011,Bari,L-1,Scienze dei Beni Culturali,2,M,121
2010/2011,Bari,L-1,Scienze dei Beni Culturali per il Turismo,2,F,28
2010/2011,Bari,L-1,Scienze dei Beni Culturali per il Turismo,2,M,11
2010/2011,Bari,L-1,Scienze dei Beni Culturali per il Turismo e l'Ambiente,2,F,75
2010/2011,Bari,L-1,Scienze dei Beni Culturali per il Turismo e l'Ambiente,2,M,17
2010/2011,Bari,13,Scienze dei Beni Culturali per il Turismo e l'Ambiente - Sede di Taranto,2,F,34
2010/2011,Bari,L-39,Scienze del Servizio Sociale,14,F,852
2010/2011,Bari,L-39,Scienze del Servizio Sociale,14,M,107
2010/2011,Bari,40,"Scienze dell'Allevamento, Igiene e Benessere del Cane e del Gatto",13,F,18
2010/2011,Bari,40,"Scienze dell'Allevamento, Igiene e Benessere del Cane e del Gatto",13,F,49
2010/2011,Bari,40,"Scienze dell'Allevamento, Igiene e Benessere del Cane e del Gatto",13,M,6
2010/2011,Bari,L-19,Scienze dell'Educazione,1,F,710
2010/2011,Bari,L-19,Scienze dell'Educazione,1,M,33
2010/2011,Bari,65/S,Scienze dell'Educazione degli Adulti e Formazione Continua,1,F,23
2010/2011,Bari,LM-57,Scienze dell'Educazione degli Adulti e della Formazione Continua,1,F,164
2010/2011,Bari,LM-57,Scienze dell'Educazione degli Adulti e della Formazione Continua,1,M,20
2010/2011,Bari,18,Scienze dell'Educazione e della Formazione,1,F,950
2010/2011,Bari,18,Scienze dell'Educazione e della Formazione,1,M,71
2010/2011,Bari,99999,Scienze dell'educazione,1,F,202
2010/2011,Bari,99999,Scienze dell'educazione,1,M,12
2010/2011,Bari,99999,Scienze dell'informazione,10,M,15
2010/2011,Bari,L-16,Scienze della Amministrazione Pubblica e Privata,5,F,169
2010/2011,Bari,L-16,Scienze della Amministrazione Pubblica e Privata,5,M,219
2010/2011,Bari,14,Scienze della Comunicazione,5,F,156
2010/2011,Bari,L-20,Scienze della Comunicazione,5,F,389
2010/2011,Bari,14,Scienze della Comunicazione,5,M,83
2010/2011,Bari,L-20,Scienze della Comunicazione,5,M,239
2010/2011,Bari,14,Scienze della Comunicazione Sede di Taranto,5,F,18
2010/2011,Bari,14,Scienze della Comunicazione Sede di Taranto,5,F,41
2010/2011,Bari,14,Scienze della Comunicazione Sede di Taranto,5,M,13
2010/2011,Bari,14,Scienze della Comunicazione Sede di Taranto,5,M,32
2010/2011,Bari,67/S,"Scienze della Comunicazione Sociale, Istituzionale e Politica",5,F,14
2010/2011,Bari,67/S,"Scienze della Comunicazione Sociale, Istituzionale e Politica",5,M,7
2010/2011,Bari,L-20,Scienze della Comunicazione nelle Organizzazioni,5,F,106
2010/2011,Bari,L-20,Scienze della Comunicazione nelle Organizzazioni,5,M,73
2010/2011,Bari,L-19,Scienze della Formazione,1,F,390
2010/2011,Bari,L-19,Scienze della Formazione,1,M,60
2010/2011,Bari,18-bis,Scienze della Formazione Primaria,1,F,58
2010/2011,Bari,18-bis,Scienze della Formazione Primaria,1,F,1121
2010/2011,Bari,18-bis,Scienze della Formazione Primaria,1,M,49
2010/2011,Bari,40,"Scienze della Maricoltura, Acquacoltura e Igiene dei Prodotti Ittici (Sede di Taranto)",13,F,28
2010/2011,Bari,40,"Scienze della Maricoltura, Acquacoltura e Igiene dei Prodotti Ittici (Sede di Taranto)",13,M,29
2010/2011,Bari,43/S,Scienze della Mediazione Interculturale,4,F,48
2010/2011,Bari,LM-60,Scienze della Natura,9,F,10
2010/2011,Bari,L-32,Scienze della Natura,9,F,63
2010/2011,Bari,LM-60,Scienze della Natura,9,M,7
2010/2011,Bari,L-32,Scienze della Natura,9,M,33
2010/2011,Bari,LM-63,Scienze delle Amministrazioni,5,F,83
2010/2011,Bari,LM-63,Scienze delle Amministrazioni,5,M,83
2010/2011,Bari,L-22,Scienze delle Attivita Motorie e Sportive,15,F,62
2010/2011,Bari,L-22,Scienze delle Attivita Motorie e Sportive,15,M,114
2010/2011,Bari,LM-65,Scienze dello Spettacolo e Produzione Multimediale,2,F,70
2010/2011,Bari,LM-65,Scienze dello Spettacolo e Produzione Multimediale,2,M,20
2010/2011,Bari,L-28,Scienze e Gestione delle Attivita' Marittime,9,F,20
2010/2011,Bari,L-28,Scienze e Gestione delle Attivita' Marittime,9,M,147
2010/2011,Bari,34,Scienze e Tecniche Psicologiche,6,F,187
2010/2011,Bari,L-24,Scienze e Tecniche Psicologiche,6,F,571
2010/2011,Bari,34,Scienze e Tecniche Psicologiche,6,M,40
2010/2011,Bari,L-24,Scienze e Tecniche Psicologiche,6,M,104
2010/2011,Bari,20,Scienze e Tecnologie Agrarie,13,F,16
2010/2011,Bari,L-25,Scienze e Tecnologie Agrarie,13,F,47
2010/2011,Bari,20,Scienze e Tecnologie Agrarie,13,M,62
2010/2011,Bari,L-25,Scienze e Tecnologie Agrarie,13,M,171
2010/2011,Bari,LM-70,Scienze e Tecnologie Alimentari,13,F,21
2010/2011,Bari,L-26,Scienze e Tecnologie Alimentari,13,F,224
2010/2011,Bari,LM-70,Scienze e Tecnologie Alimentari,13,M,32
2010/2011,Bari,L-26,Scienze e Tecnologie Alimentari,13,M,164
2010/2011,Bari,LM-86,Scienze e Tecnologie delle Produzioni Animali,13,M,7
2010/2011,Bari,L-43,Scienze e Tecnologie per i Beni Culturali,9,F,32
2010/2011,Bari,L-43,Scienze e Tecnologie per i Beni Culturali,9,M,8
2010/2011,Bari,82/S,Scienze e Tecnologie per l'Ambiente e il Territorio - Sede di Taranto,9,F,9
2010/2011,Bari,99999,Scienze e tecnologie agrarie,13,F,11
2010/2011,Bari,99999,Scienze e tecnologie agrarie,13,M,18
2010/2011,Bari,99999,Scienze geologiche,9,F,6
2010/2011,Bari,99999,Scienze geologiche,9,M,10
2010/2011,Bari,99999,Scienze naturali,9,F,20
2010/2011,Bari,99999,Scienze naturali,9,M,8
2010/2011,Bari,99999,Scienze politiche,5,F,114
2010/2011,Bari,99999,Scienze politiche,5,M,130
2010/2011,Bari,99999,Scienze statistiche ed economiche,9,F,14
2010/2011,Bari,99999,Scienze statistiche ed economiche,9,M,7
2010/2011,Bari,78/S,"Scienze, Tecnologie e Gestione del Sistema Agro-Alimentare",13,M,7
2010/2011,Bari,LM-83,Statistica per le Decisioni Finanziarie e Attuariali,9,F,21
2010/2011,Bari,LM-83,Statistica per le Decisioni Finanziarie e Attuariali,9,M,15
2010/2011,Bari,91/S,Statistica per le Decisioni Socio-Economiche e Finanziarie,9,M,9
2010/2011,Bari,LM-89,Storia dell'Arte,2,F,110
2010/2011,Bari,LM-89,Storia dell'Arte,2,M,25
2010/2011,Bari,L-42,Storia e Scienze Sociali,3,F,63
2010/2011,Bari,L-42,Storia e Scienze Sociali,3,M,102
2010/2011,Bari,LM-77,Strategie d'Impresa e Management,7,F,54
2010/2011,Bari,LM-77,Strategie d'Impresa e Management,7,M,34
2010/2011,Bari,LM-69,Sviluppo Rurale Sostenibile,13,F,8
2010/2011,Bari,LM-69,Sviluppo Rurale Sostenibile,13,M,18
2010/2011,Bari,SNT2,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),14,F,106
2010/2011,Bari,SNT2,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),14,M,15
2010/2011,Bari,SNT3,Tecniche Audiometriche (Abilitante alla Professione Sanitaria di Audiometrista),14,F,36
2010/2011,Bari,SNT3,Tecniche Audiometriche (Abilitante alla Professione Sanitaria di Audiometrista),14,M,16
2010/2011,Bari,SNT3,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),14,F,28
2010/2011,Bari,SNT3,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),14,M,31
2010/2011,Bari,24,Tecniche Erboristiche,9,F,33
2010/2011,Bari,L-29,Tecniche Erboristiche,9,F,121
2010/2011,Bari,L-29,Tecniche Erboristiche,9,M,20
2010/2011,Bari,SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),14,F,39
2010/2011,Bari,SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),14,F,52
2010/2011,Bari,SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),14,M,39
2010/2011,Bari,SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),14,M,76
2010/2011,Bari,SNT3,Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico della Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare),14,F,41
2010/2011,Bari,SNT3,Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico della Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare),14,M,11
2010/2011,Bari,SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),14,F,74
2010/2011,Bari,SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),14,M,24
2010/2011,Bari,SNT3,Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia),14,F,13
2010/2011,Bari,SNT3,Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia),14,M,7
2010/2011,Bari,SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",14,F,39
2010/2011,Bari,SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",14,M,62
2010/2011,Bari,21,Tecnologie Chimiche,9,F,8
2010/2011,Bari,21,Tecnologie Chimiche,9,M,16
2010/2011,Bari,20,Tecnologie Fitosanitarie,13,F,12
2010/2011,Bari,20,Tecnologie Fitosanitarie,13,M,38
2010/2011,Bari,20,Tecnologie delle Trasformazioni e Qualita dei Prodotti Agro Alimentari,13,F,43
2010/2011,Bari,20,Tecnologie delle Trasformazioni e Qualita dei Prodotti Agro Alimentari,13,M,55
2010/2011,Bari,104/S,Teoria e Prassi della Traduzione,4,F,115
2010/2011,Bari,LM-94,Traduzione Specialistica,4,F,121
2010/2011,Bari,LM-94,Traduzione Specialistica,4,M,15
2010/2011,Bari Politecnico,99999,Architettura,11,F,26
2010/2011,Bari Politecnico,LM-04cu,Architettura,11,F,160
2010/2011,Bari Politecnico,99999,Architettura,11,M,35
2010/2011,Bari Politecnico,LM-04cu,Architettura,11,M,98
2010/2011,Bari Politecnico,4/S,Corso di Laurea Specialistica in Architettura,11,F,453
2010/2011,Bari Politecnico,4/S,Corso di Laurea Specialistica in Architettura,11,M,273
2010/2011,Bari Politecnico,28/S,Corso di Laurea Specialistica in Ingegneria Civile,11,F,49
2010/2011,Bari Politecnico,28/S,Corso di Laurea Specialistica in Ingegneria Civile,11,M,134
2010/2011,Bari Politecnico,4/S,Corso di Laurea Specialistica in Ingegneria Edile,11,F,22
2010/2011,Bari Politecnico,4/S,Corso di Laurea Specialistica in Ingegneria Edile,11,M,29
2010/2011,Bari Politecnico,4/S,Corso di Laurea Specialistica in Ingegneria Edile - Architettura,11,F,408
2010/2011,Bari Politecnico,4/S,Corso di Laurea Specialistica in Ingegneria Edile - Architettura,11,M,376
2010/2011,Bari Politecnico,31/S,Corso di Laurea Specialistica in Ingegneria Elettrica,12,M,75
2010/2011,Bari Politecnico,32/S,Corso di Laurea Specialistica in Ingegneria Elettronica,12,F,16
2010/2011,Bari Politecnico,32/S,Corso di Laurea Specialistica in Ingegneria Elettronica,12,M,80
2010/2011,Bari Politecnico,34/S,Corso di Laurea Specialistica in Ingegneria Gestionale,12,F,108
2010/2011,Bari Politecnico,34/S,Corso di Laurea Specialistica in Ingegneria Gestionale,12,M,165
2010/2011,Bari Politecnico,36/S,Corso di Laurea Specialistica in Ingegneria Industriale,12,F,10
2010/2011,Bari Politecnico,36/S,Corso di Laurea Specialistica in Ingegneria Industriale,12,M,40
2010/2011,Bari Politecnico,35/S,Corso di Laurea Specialistica in Ingegneria Informatica,12,F,17
2010/2011,Bari Politecnico,35/S,Corso di Laurea Specialistica in Ingegneria Informatica,12,M,77
2010/2011,Bari Politecnico,36/S,Corso di Laurea Specialistica in Ingegneria Meccanica,12,F,32
2010/2011,Bari Politecnico,36/S,Corso di Laurea Specialistica in Ingegneria Meccanica,12,M,235
2010/2011,Bari Politecnico,29/S,Corso di Laurea Specialistica in Ingegneria dell'Automazione,12,M,25
2010/2011,Bari Politecnico,32/S,Corso di Laurea Specialistica in Ingegneria dell'Informazione,12,M,39
2010/2011,Bari Politecnico,30/S,Corso di Laurea Specialistica in Ingegneria delle Telecomunicazioni,12,F,19
2010/2011,Bari Politecnico,30/S,Corso di Laurea Specialistica in Ingegneria delle Telecomunicazioni,12,M,73
2010/2011,Bari Politecnico,38/S,Corso di Laurea Specialistica in Ingegneria per l'Ambiente e il Territorio,11,F,14
2010/2011,Bari Politecnico,38/S,Corso di Laurea Specialistica in Ingegneria per l'Ambiente e il Territorio,11,M,13
2010/2011,Bari Politecnico,38/S,Corso di Laurea Specialistica in Ingegneria per la Tutela del Territorio,11,F,12
2010/2011,Bari Politecnico,38/S,Corso di Laurea Specialistica in Ingegneria per la Tutela del Territorio,11,M,24
2010/2011,Bari Politecnico,28/S,Corso di Laurea Specialistica in Progettazione e Gestione delle Opere di Ingegneria Civile,11,F,22
2010/2011,Bari Politecnico,28/S,Corso di Laurea Specialistica in Progettazione e Gestione delle Opere di Ingegneria Civile,11,M,30
2010/2011,Bari Politecnico,42,Corso di Laurea in Disegno Industriale,2,F,13
2010/2011,Bari Politecnico,42,Corso di Laurea in Disegno Industriale,2,M,24
2010/2011,Bari Politecnico,8,Corso di Laurea in Ingegneria Ambientale e del Territorio,11,F,73
2010/2011,Bari Politecnico,8,Corso di Laurea in Ingegneria Ambientale e del Territorio,11,M,113
2010/2011,Bari Politecnico,8,Corso di Laurea in Ingegneria Civile,11,F,38
2010/2011,Bari Politecnico,8,Corso di Laurea in Ingegneria Civile,11,F,50
2010/2011,Bari Politecnico,8,Corso di Laurea in Ingegneria Civile,11,F,91
2010/2011,Bari Politecnico,8,Corso di Laurea in Ingegneria Civile,11,M,60
2010/2011,Bari Politecnico,8,Corso di Laurea in Ingegneria Civile,11,M,143
2010/2011,Bari Politecnico,8,Corso di Laurea in Ingegneria Civile,11,M,281
2010/2011,Bari Politecnico,4,Corso di Laurea in Ingegneria Edile,11,F,252
2010/2011,Bari Politecnico,4,Corso di Laurea in Ingegneria Edile,11,M,291
2010/2011,Bari Politecnico,10,Corso di Laurea in Ingegneria Elettrica,12,M,50
2010/2011,Bari Politecnico,10,Corso di Laurea in Ingegneria Elettrica,12,M,138
2010/2011,Bari Politecnico,9,Corso di Laurea in Ingegneria Elettronica,12,F,20
2010/2011,Bari Politecnico,9,Corso di Laurea in Ingegneria Elettronica,12,M,191
2010/2011,Bari Politecnico,10,Corso di Laurea in Ingegneria Gestionale,12,F,35
2010/2011,Bari Politecnico,10,Corso di Laurea in Ingegneria Gestionale,12,F,211
2010/2011,Bari Politecnico,10,Corso di Laurea in Ingegneria Gestionale,12,M,52
2010/2011,Bari Politecnico,10,Corso di Laurea in Ingegneria Gestionale,12,M,347
2010/2011,Bari Politecnico,10,Corso di Laurea in Ingegneria Industriale,12,F,10
2010/2011,Bari Politecnico,10,Corso di Laurea in Ingegneria Industriale,12,M,79
2010/2011,Bari Politecnico,9,Corso di Laurea in Ingegneria Informatica,12,F,48
2010/2011,Bari Politecnico,9,Corso di Laurea in Ingegneria Informatica,12,M,275
2010/2011,Bari Politecnico,10,Corso di Laurea in Ingegneria Meccanica,12,F,24
2010/2011,Bari Politecnico,10,Corso di Laurea in Ingegneria Meccanica,12,M,68
2010/2011,Bari Politecnico,10,Corso di Laurea in Ingegneria Meccanica,12,M,294
2010/2011,Bari Politecnico,9,Corso di Laurea in Ingegneria dell'Automazione,12,M,52
2010/2011,Bari Politecnico,9,Corso di Laurea in Ingegneria dell'Informazione,12,F,10
2010/2011,Bari Politecnico,9,Corso di Laurea in Ingegneria dell'Informazione,12,M,63
2010/2011,Bari Politecnico,9,Corso di Laurea in Ingegneria delle Telecomunicazioni,12,F,19
2010/2011,Bari Politecnico,9,Corso di Laurea in Ingegneria delle Telecomunicazioni,12,M,98
2010/2011,Bari Politecnico,8,Corso di Laurea in Ingegneria per l'Ambiente ed il Territorio,11,F,17
2010/2011,Bari Politecnico,8,Corso di Laurea in Ingegneria per l'Ambiente ed il Territorio,11,M,34
2010/2011,Bari Politecnico,L-4,Disegno Industriale,2,F,61
2010/2011,Bari Politecnico,L-4,Disegno Industriale,2,M,87
2010/2011,Bari Politecnico,LM-23,Ingegneria Civile,11,F,27
2010/2011,Bari Politecnico,L-7,Ingegneria Civile,11,F,36
2010/2011,Bari Politecnico,L-7,Ingegneria Civile,11,F,93
2010/2011,Bari Politecnico,LM-23,Ingegneria Civile,11,M,85
2010/2011,Bari Politecnico,L-7,Ingegneria Civile,11,M,134
2010/2011,Bari Politecnico,L-7,Ingegneria Civile,11,M,215
2010/2011,Bari Politecnico,L-7,Ingegneria Civile e per L?Ambiente e il Territorio,11,F,39
2010/2011,Bari Politecnico,L-7,Ingegneria Civile e per L?Ambiente e il Territorio,11,M,84
2010/2011,Bari Politecnico,L-7,Ingegneria Civile e per l'Ambiente e il Territorio,11,F,25
2010/2011,Bari Politecnico,LM-35,Ingegneria Civile e per l'Ambiente e il Territorio,11,M,13
2010/2011,Bari Politecnico,L-7,Ingegneria Civile e per l'Ambiente e il Territorio,11,M,58
2010/2011,Bari Politecnico,L-23,Ingegneria Edile,11,F,335
2010/2011,Bari Politecnico,L-23,Ingegneria Edile,11,M,439
2010/2011,Bari Politecnico,LM-04cu,Ingegneria Edile-Architettura,11,F,120
2010/2011,Bari Politecnico,LM-04cu,Ingegneria Edile-Architettura,11,M,104
2010/2011,Bari Politecnico,L-9,Ingegneria Elettrica,12,F,20
2010/2011,Bari Politecnico,LM-28,Ingegneria Elettrica,12,M,36
2010/2011,Bari Politecnico,L-9,Ingegneria Elettrica,12,M,173
2010/2011,Bari Politecnico,LM-29,Ingegneria Elettronica,12,M,13
2010/2011,Bari Politecnico,LM-29,Ingegneria Elettronica,12,M,21
2010/2011,Bari Politecnico,L-8,Ingegneria Elettronica e delle Telecomunicazioni,12,F,22
2010/2011,Bari Politecnico,L-8,Ingegneria Elettronica e delle Telecomunicazioni,12,M,156
2010/2011,Bari Politecnico,LM-31,Ingegneria Gestionale,12,F,42
2010/2011,Bari Politecnico,L-9,Ingegneria Gestionale,12,F,181
2010/2011,Bari Politecnico,LM-31,Ingegneria Gestionale,12,M,78
2010/2011,Bari Politecnico,L-9,Ingegneria Gestionale,12,M,269
2010/2011,Bari Politecnico,LM-32,Ingegneria Informatica,12,F,6
2010/2011,Bari Politecnico,LM-32,Ingegneria Informatica,12,M,38
2010/2011,Bari Politecnico,L-8,Ingegneria Informatica e dell'Automazione,12,F,25
2010/2011,Bari Politecnico,L-8,Ingegneria Informatica e dell'Automazione,12,M,309
2010/2011,Bari Politecnico,LM-33,Ingegneria Meccanica,12,F,12
2010/2011,Bari Politecnico,L-9,Ingegneria Meccanica,12,F,14
2010/2011,Bari Politecnico,L-9,Ingegneria Meccanica,12,F,78
2010/2011,Bari Politecnico,LM-33,Ingegneria Meccanica,12,M,18
2010/2011,Bari Politecnico,L-9,Ingegneria Meccanica,12,M,74
2010/2011,Bari Politecnico,LM-33,Ingegneria Meccanica,12,M,93
2010/2011,Bari Politecnico,L-9,Ingegneria Meccanica,12,M,695
2010/2011,Bari Politecnico,99999,Ingegneria civile,11,F,19
2010/2011,Bari Politecnico,99999,Ingegneria civile,11,M,126
2010/2011,Bari Politecnico,LM-24,Ingegneria dei Sistemi Edilizi,11,F,66
2010/2011,Bari Politecnico,LM-24,Ingegneria dei Sistemi Edilizi,11,M,75
2010/2011,Bari Politecnico,L-9,Ingegneria dei Sistemi Industriali ed Elettronici,12,F,42
2010/2011,Bari Politecnico,L-8,Ingegneria dei Sistemi Industriali ed Elettronici,12,M,23
2010/2011,Bari Politecnico,L-9,Ingegneria dei Sistemi Industriali ed Elettronici,12,M,198
